planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S02144.01,SIMULATED,K02144,8260902,1,14.94,0.764,0.124,-0.057,0.787,0.306,-0.141,0.345,0.236,-0.176,0.434,0.243,nan,2.45,38.67193,26.82523,0.237,0.47,-1.572,814,8.809,0.029,55.92,38.693,sinusoidal
S01553.01,SIMULATED,K01553,7951018,1,15.182,1.183,0.152,-0.169,1.245,0.378,-0.126,-0.063,0.234,-0.128,0.334,0.302,nan,8.76,52.75888,30.63617,0.104,0.465,3.076,4162,7.295,0.065,50.306,185.175,sinusoidal
S02921.01,SIMULATED,K02921,6842807,1,15.46,0.758,0.087,-0.078,0.555,0.122,-0.082,0.796,0.125,-0.112,0.497,0.204,nan,1.727,16.6146,14.69287,0.189,0.136,-2.728,814,2.988,0.029,45.013,28.194,sinusoidal
S00918.01,SIMULATED,K00918,8672910,1,15.011,0.822,0.06,-0.033,0.927,0.059,-0.081,0.163,0.06,-0.093,0.517,0.191,nan,10.98,39.64339,32.87924,0.54,0.341,1.499,11804,4.161,0.109,49.467,363.539,sinusoidal
S07554.01,SIMULATED,K07554,4862924,1,14.519,1.263,0.245,-0.107,0.972,0.558,-0.117,0.288,0.322,-0.118,0.311,0.305,nan,1.98,482.61978,129.72776,0.035,0.08,-1.666,349,14.118,0.019,288.12,7.753,sinusoidal
S01532.01,SIMULATED,K01532,11656246,1,12.841,1.322,0.088,-0.107,1.067,0.244,-0.199,0.186,0.142,-0.166,0.359,0.289,nan,2.49,18.11477,13.76688,0.267,0.224,-1.397,457,5.715,0.021,29.855,89.845,sinusoidal
S04710.01,SIMULATED,K04710,9278216,1,15.58,1.158,0.098,-0.12,0.81,0.237,-0.079,0.487,0.202,-0.106,0.334,0.296,nan,2.458,9.45274,9.28635,0.942,0.48,1.681,774,0.724,0.028,24.392,32.431,sinusoidal
S00212.01,SIMULATED,K00212,6300348,1,14.858,0.994,0.139,-0.139,0.997,0.303,-0.101,0.151,0.229,-0.124,0.345,0.292,nan,6.61,5.69589,0.35558,0.231,0.317,2.821,3697,2.895,0.061,13.443,257.996,sinusoidal
S04189.01,SIMULATED,K04189,9897364,1,15.589,1.393,0.181,-0.164,0.693,0.424,-0.228,0.771,0.231,-0.212,0.324,0.303,nan,5.38,64.27291,33.64029,0.224,0.144,1.304,5068,4.107,0.071,108.85,68.746,sinusoidal
S00367.01,SIMULATED,K00367,4815520,1,11.105,0.926,0.062,-0.068,1.107,0.149,-0.08,-0.017,0.122,-0.086,0.41,0.26,nan,4.52,31.57862,7.25224,0.95,0.136,1.346,1400,2.377,0.037,37.003,212.03,sinusoidal
S02392.01,SIMULATED,K02392,7382313,1,14.985,0.926,0.054,-0.054,1.136,0.129,-0.08,-0.051,0.108,-0.085,0.47,0.224,nan,1.61,7.42697,4.00384,0.62,0.096,1.477,168,3.009,0.013,13.742,12.529,sinusoidal
S02550.01,SIMULATED,K02550,11622985,1,15.419,0.918,0.119,-0.132,0.873,0.28,-0.093,0.288,0.22,-0.117,0.345,0.292,nan,1.98,18.02436,11.22242,0.694,0.091,-1.696,431,3.505,0.021,32.188,15.214,sinusoidal
S06342.01,SIMULATED,K06342,3547178,1,12.419,0.869,0.15,-0.112,1.286,0.326,-0.217,-0.239,0.2,-0.215,0.287,0.307,nan,1.995,8.17708,2.86526,0.387,0.185,1.324,202,3.855,0.014,12.676,47.617,sinusoidal
S01162.01,SIMULATED,K01162,10528068,1,12.783,0.827,0.072,-0.042,1.075,0.149,-0.164,-0.028,0.118,-0.18,0.373,0.279,nan,3.08,158.68514,113.33246,0.561,0.179,1.682,689,8.079,0.026,107.691,64.051,sinusoidal
S02989.01,SIMULATED,K02989,6636320,1,15.411,0.722,0.078,-0.096,0.755,0.132,-0.057,0.374,0.139,-0.086,0.434,0.243,nan,2.447,6.33125,1.76696,0.352,0.284,-0.203,882,2.784,0.03,17.112,45.949,sinusoidal
S03494.01,SIMULATED,K03494,8231667,1,15.654,0.781,0.114,-0.057,0.757,0.129,-0.105,0.404,0.129,-0.139,0.49,0.208,nan,2.67,42.87719,11.06442,0.912,0.137,1.772,1044,2.207,0.032,62.695,16.44,sinusoidal
S04091.01,SIMULATED,K04091,3103227,1,14.9,1.115,0.074,-0.081,1.153,0.236,-0.212,0.011,0.137,-0.177,0.375,0.284,nan,3.71,225.58578,186.63124,0.084,0.024,-2.923,870,12.67,0.03,140.277,21.302,sinusoidal
S02996.01,SIMULATED,K02996,12021625,1,15.688,0.869,0.084,-0.076,0.775,0.123,-0.057,0.42,0.137,-0.087,0.398,0.266,nan,1.77,15.93141,8.27602,0.863,0.029,-2.795,438,2.044,0.021,32.813,11.478,sinusoidal
S02689.01,SIMULATED,K02689,10265602,1,15.548,0.793,0.106,-0.062,0.899,0.178,-0.096,0.187,0.169,-0.129,0.398,0.266,nan,6.98,165.3447,111.14271,0.562,0.29,3.071,5068,8.276,0.071,130.529,102.231,sinusoidal
S01170.01,SIMULATED,K01170,10482160,1,14.657,0.874,0.087,-0.096,0.725,0.168,-0.056,0.51,0.169,-0.084,0.356,0.286,nan,1.84,7.3437,2.3119,0.842,0.205,-1.715,541,1.912,0.023,20.974,45.321,sinusoidal
S02125.01,SIMULATED,K02125,9405595,1,15.347,0.964,0.144,-0.144,0.86,0.335,-0.112,0.33,0.234,-0.128,0.315,0.303,nan,2.98,23.35927,18.30144,0.274,0.331,-2.438,1009,5.397,0.032,39.508,40.038,sinusoidal
S05067.01,SIMULATED,K05067,4478142,1,14.254,0.973,0.047,-0.059,1.027,0.116,-0.053,0.102,0.105,-0.061,0.46,0.229,nan,2.3,219.93112,25.44945,0.117,0.228,-1.676,421,14.497,0.021,147.934,8.225,sinusoidal
S00478.01,SIMULATED,K00478,10990886,1,14.273,0.51,0.031,-0.038,0.553,0.03,-0.041,0.629,0.051,-0.081,0.531,0.211,nan,2.46,11.02347,1.55204,0.264,0.175,-1.591,1664,3.36,0.041,30.127,53.656,sinusoidal
S01281.01,SIMULATED,K01281,8742590,1,14.427,0.923,0.098,-0.12,0.582,0.236,-0.079,0.82,0.203,-0.107,0.386,0.271,nan,1.88,49.47815,23.97055,0.556,0.131,-2.944,877,3.513,0.03,94.898,39.622,sinusoidal
S01974.01,SIMULATED,K01974,7289577,1,14.937,0.845,0.054,-0.048,0.838,0.08,-0.058,0.306,0.08,-0.069,0.453,0.233,nan,3.04,109.44511,46.73478,0.037,0.044,-2.968,1105,8.001,0.033,108.631,29.622,sinusoidal
S06186.01,SIMULATED,K06186,8653134,1,13.116,0.697,0.076,-0.055,0.564,0.08,-0.053,0.738,0.102,-0.085,0.517,0.191,nan,1.72,5.34264,4.11697,0.329,0.072,0.143,780,1.942,0.028,20.205,61.399,sinusoidal
S07953.01,SIMULATED,K07953,9650579,1,14.942,0.994,0.075,-0.113,0.885,0.207,-0.074,0.305,0.176,-0.094,0.46,0.229,nan,3.063,432.96888,21.36187,0.833,0.273,-2.258,1006,9.039,0.032,271.539,18.325,sinusoidal
S01466.01,SIMULATED,K01466,9512981,1,15.962,0.806,0.046,-0.027,0.8,0.027,-0.05,0.346,0.036,-0.065,0.632,0.105,nan,10.83,281.5589,250.46578,0.756,0.213,-1.404,15399,10.524,0.124,210.32,198.216,sinusoidal
S07125.01,SIMULATED,K07125,9025739,1,14.758,1.14,0.132,-0.119,1.001,0.3,-0.129,0.205,0.214,-0.145,0.351,0.289,nan,2.102,7.91827,4.48279,0.299,0.168,1.744,370,2.859,0.019,17.452,31.245,sinusoidal
S02483.01,SIMULATED,K02483,9851662,1,14.503,0.686,0.117,-0.042,0.819,0.143,-0.117,0.246,0.143,-0.159,0.398,0.266,nan,1.874,15.05399,9.35154,0.623,0.015,0.587,440,3.34,0.021,27.638,25.024,sinusoidal
S02154.01,SIMULATED,K02154,12505076,1,15.844,1.18,0.116,-0.127,1.296,0.256,-0.092,-0.117,0.203,-0.114,0.404,0.262,nan,2.43,11.92979,0.88494,0.204,0.024,-1.937,295,5.187,0.017,17.917,9.993,sinusoidal
S02345.01,SIMULATED,K02345,5629538,1,14.724,0.87,0.14,-0.114,1.32,0.304,-0.13,-0.273,0.218,-0.147,0.307,0.306,nan,1.94,15.18722,6.76107,0.861,0.165,-2.753,181,3.5,0.013,18.66,10.871,sinusoidal
S04558.01,SIMULATED,K04558,5431027,1,14.598,0.917,0.125,-0.073,0.936,0.342,-0.28,0.197,0.219,-0.333,0.442,0.24,nan,2.8,8.8234,1.17081,0.512,0.077,0.085,751,3.191,0.027,18.643,64.564,sinusoidal
S02834.01,SIMULATED,K02834,5609593,1,15.839,0.641,0.064,-0.07,0.651,0.062,-0.05,0.516,0.081,-0.082,0.619,0.114,nan,2.35,136.20511,46.4975,0.179,0.132,1.549,1096,6.283,0.033,147.636,17.544,sinusoidal
S07834.01,SIMULATED,K07834,7366501,1,15.051,0.845,0.13,-0.143,0.825,0.276,-0.092,0.327,0.216,-0.116,0.345,0.292,nan,2.058,7.38123,1.88303,0.555,0.37,1.352,523,1.81,0.023,18.288,39.237,sinusoidal
S03115.01,SIMULATED,K03115,11714231,1,15.273,1.148,0.145,-0.13,1.322,0.326,-0.14,-0.155,0.224,-0.155,0.359,0.287,nan,3.078,5.86601,5.06371,0.301,0.288,-2.202,455,5.042,0.021,10.841,41.527,sinusoidal
S01022.01,SIMULATED,K01022,2716853,1,15.762,0.889,0.104,-0.104,0.954,0.246,-0.082,0.159,0.208,-0.107,0.393,0.268,nan,2.7,18.82724,0.73808,0.014,0.318,-1.415,673,6.796,0.026,30.016,20.864,gaussian
S03330.01,SIMULATED,K03330,4736644,1,15.061,0.763,0.052,-0.028,0.804,0.031,-0.055,0.316,0.039,-0.069,0.582,0.145,nan,2.606,16.29511,8.21856,0.675,0.256,0.533,882,2.694,0.03,30.741,48.574,gaussian
S07863.01,SIMULATED,K07863,8107150,1,13.695,0.856,0.109,-0.079,1.091,0.231,-0.099,-0.032,0.195,-0.124,0.373,0.279,nan,2.327,5.24492,2.91019,0.764,0.1,-1.143,382,2.686,0.02,11.057,68.862,gaussian
S00586.01,SIMULATED,K00586,9570741,1,14.608,0.948,0.122,-0.122,0.786,0.266,-0.089,0.44,0.211,-0.111,0.351,0.289,nan,2.11,15.77976,12.14382,0.911,0.32,-1.441,606,2.372,0.025,33.102,35.342,gaussian
S00991.01,SIMULATED,K00991,10154388,1,13.581,0.822,0.061,-0.05,0.974,0.12,-0.08,0.098,0.107,-0.09,0.453,0.233,nan,1.62,12.06234,0.9258,0.411,0.284,1.581,232,3.002,0.015,21.284,30.919,gaussian
S02351.01,SIMULATED,K02351,1872821,1,14.909,1.075,0.046,-0.066,0.893,0.084,-0.045,0.328,0.08,-0.054,0.404,0.262,nan,1.68,10.27382,7.44711,0.461,0.226,2.049,297,2.532,0.017,22.81,14.828,gaussian
S04463.01,SIMULATED,K04463,6197344,1,15.598,0.929,0.113,-0.061,0.623,0.132,-0.099,0.734,0.132,-0.132,0.49,0.208,nan,1.52,36.76141,13.42974,0.831,0.218,-3.117,500,2.252,0.022,72.9,15.605,gaussian
S04856.01,SIMULATED,K04856,9782748,1,15.817,1.319,0.138,-0.152,1.015,0.334,-0.111,0.25,0.233,-0.127,0.366,0.284,nan,3.03,147.39629,118.28456,0.756,0.333,-1.249,749,8.51,0.027,126.909,10.097,gaussian
S02484.01,SIMULATED,K02484,10453588,1,12.464,0.813,0.073,-0.042,1.123,0.202,-0.27,-0.091,0.133,-0.277,0.372,0.279,nan,1.552,68.88606,65.1027,0.045,0.166,-2.827,160,9.417,0.013,58.793,23.327,gaussian
S04016.01,SIMULATED,K04016,5938970,1,14.073,0.7,0.044,-0.028,0.757,0.02,-0.04,0.357,0.03,-0.054,0.638,0.102,nan,3.14,125.42122,22.26944,0.256,0.06,1.681,1446,7.341,0.038,123.718,32.45,gaussian
S02503.01,SIMULATED,K02503,8631504,1,14.146,0.747,0.035,-0.042,0.806,0.043,-0.029,0.304,0.053,-0.042,0.632,0.105,nan,2.622,14.82007,9.17739,0.388,0.193,-0.031,890,3.731,0.03,28.598,97.404,gaussian
S03287.01,SIMULATED,K03287,6584273,1,14.06,1.029,0.107,-0.118,0.991,0.246,-0.077,0.173,0.204,-0.1,0.334,0.296,nan,1.6,51.11064,22.03413,0.234,0.144,-1.679,219,7.542,0.015,59.035,14.028,gaussian
S01733.01,SIMULATED,K01733,8396405,1,15.73,0.624,0.046,-0.018,0.543,0.031,-0.034,0.739,0.051,-0.058,0.328,0.316,nan,1.72,19.18114,18.95774,0.89,0.077,-1.784,842,1.72,0.029,47.423,16.752,gaussian
S00373.01,SIMULATED,K00373,7364176,1,12.765,0.8,0.065,-0.049,0.965,0.119,-0.08,0.099,0.109,-0.093,0.373,0.279,nan,2.32,135.18733,4.12633,0.6,0.196,-3.0,486,8.081,0.022,106.652,45.6,gaussian
S01494.01,SIMULATED,K01494,11821363,1,15.858,0.813,0.07,-0.058,0.748,0.046,-0.069,0.437,0.06,-0.099,0.632,0.105,nan,2.04,8.19596,2.4222,0.039,0.251,3.032,624,2.832,0.025,21.341,16.338,gaussian
S00530.01,SIMULATED,K00530,10266615,1,14.909,0.842,0.103,-0.114,1.063,0.214,-0.077,-0.005,0.185,-0.101,0.393,0.268,nan,2.08,10.94032,2.01982,0.512,0.058,3.061,321,3.969,0.018,18.421,19.767,gaussian
S04343.01,SIMULATED,K04343,8087812,1,13.694,0.98,0.074,-0.067,1.209,0.193,-0.266,-0.107,0.121,-0.249,0.335,0.295,nan,1.73,27.21007,13.15777,0.604,0.261,0.818,172,4.385,0.013,31.275,17.871,gaussian
S00621.01,SIMULATED,K00621,12251650,1,14.762,0.678,0.073,-0.043,0.593,0.065,-0.059,0.662,0.087,-0.093,0.517,0.191,nan,4.787,17.7618,7.5478,0.47,0.368,1.228,5485,2.132,0.074,42.479,238.215,gaussian
S00477.01,SIMULATED,K00477,10934674,1,14.687,0.929,0.054,-0.074,0.924,0.134,-0.077,0.219,0.124,-0.096,0.532,0.183,nan,2.31,16.54296,14.44508,0.339,0.118,0.375,524,4.025,0.023,28.838,27.179,gaussian
S04975.01,SIMULATED,K04975,3355104,1,15.706,1.231,0.113,-0.126,0.941,0.26,-0.087,0.319,0.21,-0.111,0.393,0.268,nan,4.1,47.06289,12.78377,0.276,0.017,0.151,1596,5.754,0.04,62.482,24.745,gaussian
S07774.01,SIMULATED,K07774,6277410,1,15.421,0.995,0.1,-0.1,0.848,0.226,-0.071,0.362,0.202,-0.097,0.373,0.279,nan,1.548,6.32591,4.33243,0.12,0.157,0.041,279,2.827,0.017,16.945,18.425,gaussian
S02613.01,SIMULATED,K02613,9712350,1,15.96,1.021,0.066,-0.099,0.825,0.161,-0.057,0.409,0.154,-0.08,0.46,0.229,nan,2.41,51.57397,35.22057,0.448,0.058,1.809,717,4.834,0.027,71.2,12.432,gaussian
S00163.01,SIMULATED,K00163,6851425,1,13.536,0.771,0.041,-0.047,0.809,0.052,-0.033,0.312,0.06,-0.046,0.568,0.153,nan,2.08,11.1199,2.06776,0.731,0.121,1.342,555,2.276,0.024,23.76,81.13,gaussian
S04480.01,SIMULATED,K04480,10467714,1,14.122,0.895,0.109,-0.047,0.764,0.153,-0.102,0.452,0.151,-0.139,0.398,0.266,nan,1.75,58.74975,32.6927,0.153,0.059,2.148,441,5.372,0.021,80.247,12.832,gaussian
S02445.01,SIMULATED,K02445,6516185,1,15.817,0.795,0.112,-0.092,0.487,0.249,-0.107,0.986,0.202,-0.132,0.386,0.271,nan,4.376,47.36538,14.8676,0.793,0.348,1.245,6774,1.793,0.082,104.711,101.266,gaussian
S01726.01,SIMULATED,K01726,8242434,1,13.054,0.813,0.024,-0.054,0.684,0.051,-0.026,0.555,0.061,-0.041,0.632,0.105,nan,2.0,44.96316,37.4831,0.383,0.108,1.166,719,4.076,0.027,72.667,62.458,gaussian
S00522.01,SIMULATED,K00522,8265218,1,14.406,0.982,0.099,-0.109,0.748,0.211,-0.07,0.519,0.187,-0.094,0.373,0.279,nan,3.31,12.82992,11.08534,0.071,0.202,2.571,1644,2.932,0.041,30.635,80.644,gaussian
S00716.01,SIMULATED,K00716,9846348,1,13.754,0.777,0.118,-0.13,0.546,0.287,-0.096,0.829,0.225,-0.122,0.334,0.296,nan,6.78,26.89306,8.32368,0.823,0.128,-2.621,12970,2.568,0.114,63.633,994.124,gaussian
S08156.01,SIMULATED,K08156,8439949,1,14.324,1.334,0.172,-0.157,0.741,0.37,-0.123,0.664,0.234,-0.127,0.295,0.31,nan,3.12,365.00043,49.2223,0.001,0.12,-1.506,1489,10.229,0.039,319.177,41.534,gaussian
S03309.01,SIMULATED,K03309,5563300,1,14.71,0.6,0.115,-0.057,0.694,0.179,-0.119,0.403,0.162,-0.153,0.497,0.204,nan,5.91,71.051,36.59932,0.314,0.035,-1.772,6092,6.603,0.078,87.7,225.219,gaussian
S00865.01,SIMULATED,K00865,6862328,1,15.085,0.994,0.062,-0.039,0.928,0.146,-0.16,0.244,0.113,-0.169,0.47,0.224,nan,8.98,119.01412,57.79131,0.653,0.143,3.115,7875,7.132,0.089,109.548,189.094,gaussian
S04346.01,SIMULATED,K04346,9509343,1,14.93,0.746,0.064,-0.032,1.036,0.074,-0.099,-0.024,0.07,-0.111,0.526,0.186,nan,2.364,6.39271,5.31298,0.542,0.099,2.907,437,3.244,0.021,12.689,34.17,gaussian
S02389.01,SIMULATED,K02389,8494617,1,13.578,0.881,0.071,-0.064,1.106,0.165,-0.135,-0.037,0.124,-0.137,0.351,0.289,nan,3.018,22.92212,10.30246,0.922,0.185,2.91,625,2.513,0.025,29.441,64.038,gaussian
S06919.01,SIMULATED,K06919,7812893,1,15.86,0.705,0.052,-0.052,0.693,0.028,-0.057,0.474,0.043,-0.09,0.703,0.056,nan,3.267,8.79987,1.01867,0.947,0.08,0.677,1865,1.213,0.043,23.021,65.131,gaussian
S01870.01,SIMULATED,K01870,10187159,1,14.425,0.864,0.087,-0.058,0.643,0.222,-0.12,0.661,0.183,-0.146,0.526,0.186,nan,2.44,7.96432,6.34496,0.581,0.231,1.273,1209,1.671,0.035,24.861,94.37,gaussian
S02087.01,SIMULATED,K02087,6922710,1,11.863,1.092,0.074,-0.067,0.894,0.166,-0.097,0.333,0.126,-0.096,0.41,0.26,nan,1.998,23.12768,21.18587,0.842,0.144,1.378,419,2.245,0.02,39.333,69.878,gaussian
S03274.01,SIMULATED,K03274,5280587,1,15.332,0.913,0.104,-0.116,1.014,0.231,-0.077,0.092,0.195,-0.1,0.393,0.268,nan,2.24,35.62326,20.9579,0.864,0.355,-2.105,410,4.561,0.02,43.605,9.195,gaussian
S04051.01,SIMULATED,K04051,10360722,1,15.031,0.728,0.048,-0.028,0.823,0.035,-0.065,0.266,0.041,-0.079,0.582,0.145,nan,2.75,163.69883,12.50196,0.898,0.202,-2.259,939,5.332,0.031,137.714,14.215,gaussian
S01518.01,SIMULATED,K01518,7549209,1,15.219,0.771,0.116,-0.116,0.793,0.278,-0.087,0.339,0.225,-0.112,0.393,0.268,nan,2.58,27.50742,3.79841,0.331,0.127,-0.709,889,4.998,0.03,44.35,42.187,gaussian
S01242.01,SIMULATED,K01242,6607447,1,13.75,1.081,0.07,-0.07,1.266,0.153,-0.066,-0.124,0.122,-0.069,0.351,0.289,nan,8.48,99.64399,45.89104,0.242,0.284,0.601,3772,8.864,0.061,73.342,299.485,gaussian
S06267.01,SIMULATED,K06267,2422820,1,15.365,0.603,0.111,-0.037,1.093,0.124,-0.101,-0.186,0.131,-0.139,0.398,0.266,nan,2.839,13.8911,7.02354,0.815,0.084,-3.031,567,3.522,0.024,18.8,22.479,gaussian
S06331.01,SIMULATED,K06331,3356193,1,15.902,0.964,0.088,-0.107,0.56,0.192,-0.069,0.888,0.18,-0.098,0.373,0.279,nan,2.005,5.82298,3.66971,0.901,0.035,-1.598,1076,0.969,0.033,24.022,26.38,gaussian
S04482.01,SIMULATED,K04482,7778427,1,12.642,0.992,0.106,-0.08,1.302,0.228,-0.166,-0.199,0.14,-0.141,0.324,0.303,nan,2.933,5.38299,4.9904,0.676,0.004,-2.308,426,3.196,0.021,9.897,135.689,gaussian
S02417.01,SIMULATED,K02417,9654468,1,16.22,0.671,0.041,-0.027,0.641,0.027,-0.033,0.555,0.04,-0.05,0.674,0.072,nan,2.89,47.70519,32.68619,0.133,0.018,0.998,1706,4.904,0.041,75.577,27.807,gaussian
S00247.01,SIMULATED,K00247,11852982,1,14.216,0.528,0.039,-0.042,0.516,0.034,-0.05,0.735,0.061,-0.106,0.422,0.304,nan,1.91,13.81503,10.07045,0.308,0.166,0.019,1153,2.698,0.034,37.975,62.499,gaussian
S02260.01,SIMULATED,K02260,11811193,1,12.168,1.16,0.106,-0.086,1.359,0.238,-0.195,-0.186,0.142,-0.165,0.32,0.305,nan,3.192,6.11782,2.80756,0.103,0.213,-1.066,464,5.249,0.022,10.887,217.789,gaussian
S02686.01,SIMULATED,K02686,7826659,1,13.855,0.801,0.032,-0.043,0.671,0.042,-0.025,0.572,0.055,-0.04,0.627,0.108,nan,3.43,211.03356,198.51853,0.892,0.162,-0.079,2194,4.277,0.047,206.403,55.971,gaussian
S04837.01,SIMULATED,K04837,5645170,1,15.347,0.707,0.058,-0.065,0.726,0.095,-0.041,0.416,0.118,-0.069,0.335,0.306,nan,1.829,5.38614,2.63297,0.423,0.098,0.921,533,2.232,0.023,15.87,32.691,gaussian
S06707.01,SIMULATED,K06707,6436505,1,15.857,0.842,0.075,-0.1,0.654,0.141,-0.065,0.627,0.143,-0.095,0.434,0.243,nan,1.86,43.53599,7.96255,0.802,0.388,-2.061,679,3.967,0.026,75.158,13.772,gaussian
S02316.01,SIMULATED,K02316,7504778,1,15.004,0.982,0.164,-0.148,1.277,0.358,-0.128,-0.177,0.234,-0.137,0.324,0.303,nan,2.05,17.13686,14.50829,0.746,0.109,-1.356,216,4.605,0.015,21.781,11.975,gaussian
S00420.01,SIMULATED,K00420,8352537,1,14.247,0.677,0.081,-0.054,0.842,0.056,-0.074,0.204,0.072,-0.108,0.558,0.161,nan,3.8,6.01039,3.49688,0.885,0.08,-1.876,1712,1.878,0.041,14.506,204.391,gaussian
S02643.01,SIMULATED,K02643,6933567,1,15.4,1.08,0.07,-0.104,0.66,0.143,-0.071,0.724,0.143,-0.102,0.497,0.204,nan,2.765,9.08234,9.03099,0.679,0.428,0.005,1475,1.727,0.038,28.478,86.172,gaussian
S04694.01,SIMULATED,K04694,9457948,1,14.851,1.083,0.154,-0.154,1.094,0.335,-0.112,0.067,0.228,-0.124,0.319,0.302,nan,2.447,19.2528,2.14242,0.911,0.2,-2.969,420,2.42,0.021,28.391,23.851,gaussian
S02915.01,SIMULATED,K02915,5613821,1,13.346,0.905,0.057,-0.063,0.934,0.121,-0.06,0.195,0.109,-0.07,0.404,0.262,nan,3.482,5.06098,0.94622,0.446,0.318,-1.175,1169,3.773,0.034,12.852,288.618,gaussian
S02862.01,SIMULATED,K02862,6679295,1,15.907,0.528,0.024,-0.041,0.48,0.029,-0.035,0.828,0.051,-0.073,0.426,0.296,nan,1.64,24.57383,11.9543,0.577,0.455,-1.67,980,4.36,0.031,59.88,19.513,gaussian
S03876.01,SIMULATED,K03876,3440118,1,12.624,0.82,0.047,-0.08,1.031,0.123,-0.039,0.023,0.113,-0.051,0.46,0.229,nan,1.96,19.5778,6.77191,0.795,0.049,1.309,303,3.265,0.017,27.758,28.044,gaussian
S00854.01,SIMULATED,K00854,6435936,1,15.849,0.443,0.036,-0.054,0.535,0.03,-0.055,0.611,0.057,-0.125,0.423,0.311,nan,1.94,56.05517,11.59938,0.602,0.125,-2.707,1106,4.288,0.033,87.881,16.682,gaussian
S05932.01,SIMULATED,K05932,11803074,1,15.887,0.866,0.09,-0.1,0.606,0.212,-0.071,0.74,0.195,-0.099,0.373,0.279,nan,2.79,355.89894,221.99875,0.797,0.116,0.632,1784,5.106,0.042,332.687,10.41,gaussian
S01846.01,SIMULATED,K01846,9886255,1,15.795,1.025,0.061,-0.104,0.905,0.122,-0.066,0.29,0.123,-0.094,0.509,0.196,nan,3.79,105.9568,35.62259,0.888,0.208,2.878,1474,3.851,0.038,105.01,20.206,gaussian
S04811.01,SIMULATED,K04811,8811490,1,13.816,0.79,0.134,-0.121,1.502,0.367,-0.551,-0.483,0.185,-0.674,0.387,0.271,nan,2.23,21.74339,10.17085,0.15,0.04,-0.513,185,8.415,0.014,20.179,11.497,gaussian
S02115.01,SIMULATED,K02115,9532052,1,16.144,0.83,0.043,-0.058,0.766,0.069,-0.032,0.416,0.078,-0.047,0.49,0.208,nan,2.69,15.72596,2.16233,0.305,0.142,-0.147,1036,3.696,0.032,32.413,24.011,gaussian
S01535.01,SIMULATED,K01535,11669125,1,13.046,0.892,0.045,-0.077,0.854,0.118,-0.05,0.305,0.111,-0.063,0.386,0.271,nan,1.63,70.69828,20.16698,0.14,0.058,-1.409,305,7.107,0.017,81.075,30.05,gaussian
S00578.01,SIMULATED,K00578,8565266,1,14.684,0.89,0.159,-0.13,0.8,0.334,-0.18,0.39,0.218,-0.192,0.359,0.287,nan,3.89,6.41256,0.69904,0.178,0.307,-1.812,1988,3.917,0.045,17.475,245.748,gaussian
S02282.01,SIMULATED,K02282,6751874,1,14.207,1.174,0.1,-0.08,1.657,0.233,-0.284,-0.439,0.129,-0.234,0.413,0.26,nan,2.13,6.89225,5.77238,0.073,0.19,-0.163,138,5.557,0.012,9.706,20.209,gaussian
S07716.01,SIMULATED,K07716,5097856,1,14.861,0.778,0.07,-0.078,0.837,0.143,-0.054,0.272,0.155,-0.083,0.356,0.286,nan,2.897,483.36516,298.45286,0.874,0.026,3.067,1007,7.092,0.032,284.866,16.883,gaussian
S03368.01,SIMULATED,K03368,5257082,1,14.889,1.179,0.132,-0.132,0.85,0.294,-0.098,0.432,0.222,-0.119,0.351,0.289,nan,3.123,10.08534,6.01069,0.139,0.405,-1.474,1134,4.953,0.034,24.409,87.591,gaussian
S05249.01,SIMULATED,K05249,6203955,1,14.518,1.245,0.143,-0.143,0.88,0.311,-0.133,0.41,0.22,-0.152,0.307,0.306,nan,3.365,19.45342,15.19055,0.183,0.243,0.77,1228,3.376,0.035,37.201,59.84,gaussian
S07416.01,SIMULATED,K07416,11187972,1,12.052,1.02,0.181,-0.131,1.576,0.384,-0.314,-0.435,0.21,-0.306,0.315,0.302,nan,2.85,37.46185,12.03055,0.473,0.155,0.265,275,8.126,0.017,30.099,52.006,gaussian
S01866.01,SIMULATED,K01866,9520838,1,14.986,0.859,0.05,-0.061,0.898,0.105,-0.053,0.223,0.1,-0.064,0.453,0.233,nan,3.18,1.64537,0.76662,0.91,0.0,1.553,1053,0.999,0.032,6.207,144.725,usp
S00722.01,SIMULATED,K00722,9965439,1,13.489,0.884,0.096,-0.064,1.612,0.22,-0.18,-0.526,0.142,-0.164,0.351,0.289,nan,2.66,2.44243,1.85888,0.862,0.0,0.044,228,2.248,0.015,4.544,66.238,usp
S05371.01,SIMULATED,K05371,7204233,1,14.733,0.853,0.048,-0.083,0.774,0.091,-0.042,0.414,0.105,-0.068,0.575,0.15,nan,2.757,2.37884,1.14987,0.862,0.0,-0.957,1065,1.13,0.033,9.187,129.549,usp
S02337.01,SIMULATED,K02337,5599774,1,15.888,0.743,0.085,-0.057,0.635,0.079,-0.065,0.612,0.098,-0.099,0.54,0.173,nan,2.14,0.84964,0.39797,0.107,0.0,2.073,954,1.244,0.031,5.384,80.596,usp
