planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S02002.01,SIMULATED,K02002,10024701,1,13.286,1.017,0.075,-0.068,0.95,0.168,-0.104,0.223,0.128,-0.105,0.359,0.287,nan,1.795,1.39675,1.28494,0.194,0.232,2.496,300,1.644,0.017,5.566,15.7,linear
S00296.01,SIMULATED,K00296,11802615,1,12.935,0.874,0.073,-0.053,1.209,0.16,-0.16,-0.157,0.12,-0.165,0.393,0.268,nan,1.881,19.58051,0.51818,0.611,0.016,4.644,203,5.092,0.014,24.176,64.4,linear
S02137.01,SIMULATED,K02137,9364609,1,13.747,0.784,0.052,-0.039,0.715,0.057,-0.057,0.48,0.064,-0.073,0.49,0.208,nan,1.255,5.7911,0.18683,0.933,0.172,1.922,258,0.864,0.016,17.498,24.9,linear
S01115.01,SIMULATED,K01115,3116412,1,13.974,1.063,0.08,-0.066,1.408,0.188,-0.209,-0.27,0.123,-0.195,0.396,0.268,nan,1.969,8.19609,5.01633,0.441,0.456,0.209,164,3.749,0.013,12.397,38.7,linear
S03279.01,SIMULATED,K03279,3544640,1,15.765,1.285,0.126,-0.139,0.716,0.27,-0.108,0.693,0.205,-0.129,0.359,0.287,nan,1.724,11.07326,7.1722,0.234,0.258,1.034,486,2.097,0.022,31.732,13.9,linear
S00308.01,SIMULATED,K00308,6291837,1,12.351,1.193,0.103,-0.066,1.138,0.21,-0.14,0.057,0.139,-0.125,0.324,0.303,nan,2.089,2.43401,0.20339,0.836,0.668,5.276,283,2.614,0.017,7.097,52.5,linear
S02547.01,SIMULATED,K02547,4484336,1,14.169,1.039,0.108,-0.081,1.157,0.27,-0.18,-0.025,0.198,-0.212,0.324,0.298,nan,1.113,0.48336,0.23857,0.784,0.625,1.333,77,0.543,0.009,2.268,18.4,linear
S00166.01,SIMULATED,K00166,2441495,1,13.575,0.831,0.043,-0.047,0.794,0.06,-0.037,0.369,0.066,-0.049,0.509,0.196,nan,1.827,14.22304,3.95334,0.719,0.701,3.175,445,1.967,0.021,29.251,76.2,linear
S04384.01,SIMULATED,K04384,5860968,1,14.945,0.846,0.155,-0.116,0.812,0.324,-0.216,0.347,0.208,-0.231,0.351,0.289,nan,2.112,29.05804,6.56448,0.618,0.837,4.542,567,12.223,0.024,46.304,12.2,linear
S01470.01,SIMULATED,K01470,9480310,1,15.703,1.003,0.11,-0.138,0.912,0.282,-0.094,0.27,0.214,-0.113,0.366,0.284,nan,2.296,15.6464,12.96668,0.735,0.505,1.047,532,1.769,0.023,28.883,59.7,linear
S04633.01,SIMULATED,K04633,5954001,1,13.848,1.266,0.081,-0.097,1.372,0.251,-0.205,-0.161,0.145,-0.172,0.367,0.286,nan,1.199,5.72784,0.9606,0.047,0.766,1.094,64,1.589,0.008,10.622,12.7,linear
S00385.01,SIMULATED,K00385,3446746,1,13.435,0.928,0.059,-0.045,0.907,0.088,-0.073,0.244,0.085,-0.086,0.453,0.233,nan,1.46,23.08313,21.389,0.564,0.862,5.008,217,11.72,0.015,36.688,44.1,linear
S03426.01,SIMULATED,K03426,5900235,1,14.324,0.753,0.128,-0.107,0.913,0.292,-0.157,0.145,0.21,-0.18,0.303,0.303,nan,1.429,14.31155,10.73599,0.638,0.12,4.203,206,3.87,0.014,24.721,13.2,linear
S04427.01,SIMULATED,K04427,4172805,1,15.645,0.567,0.034,-0.042,0.565,0.037,-0.041,0.647,0.067,-0.09,0.29,0.406,nan,1.363,17.14086,9.53816,0.849,0.57,3.392,489,1.74,0.022,41.006,13.2,linear
S01506.01,SIMULATED,K01506,12254792,1,14.982,0.899,0.101,-0.111,0.894,0.225,-0.075,0.249,0.199,-0.102,0.373,0.279,nan,1.732,1.57984,0.18977,0.146,0.439,3.762,315,2.391,0.018,6.165,40.9,linear
S02460.01,SIMULATED,K02460,11236244,1,15.006,0.618,0.077,-0.045,0.642,0.051,-0.056,0.518,0.075,-0.093,0.658,0.083,nan,1.214,20.78031,18.37121,0.131,0.826,6.216,301,2.265,0.017,42.227,16.0,linear
S02373.01,SIMULATED,K02373,10798331,1,14.685,1.013,0.071,-0.057,1.218,0.161,-0.135,-0.102,0.124,-0.14,0.404,0.262,nan,2.154,14.30424,10.96011,0.097,0.698,0.316,263,3.182,0.016,20.453,17.3,linear
S00666.01,SIMULATED,K00666,6707835,1,13.721,0.993,0.05,-0.074,0.808,0.141,-0.047,0.423,0.121,-0.054,0.428,0.251,nan,1.738,3.86547,2.3446,0.878,0.828,1.588,388,0.368,0.02,12.79,74.2,linear
S01726.01,SIMULATED,K01726,8242434,1,13.054,0.811,0.024,-0.054,0.687,0.051,-0.026,0.548,0.061,-0.041,0.632,0.105,nan,2.017,7.35259,3.24036,0.91,0.015,0.94,725,1.224,0.027,21.614,88.0,linear
S04491.01,SIMULATED,K04491,4556468,1,15.015,1.054,0.094,-0.063,1.068,0.222,-0.222,0.087,0.135,-0.195,0.405,0.264,nan,1.809,20.67119,18.73618,0.402,0.755,5.956,241,4.222,0.016,30.213,13.0,linear
S03346.01,SIMULATED,K03346,11241912,1,13.359,0.969,0.071,-0.071,1.035,0.171,-0.092,0.091,0.131,-0.094,0.351,0.289,nan,1.302,12.73604,7.66058,0.568,0.056,4.554,133,3.925,0.012,21.948,21.5,linear
S01520.01,SIMULATED,K01520,9765975,1,14.516,0.876,0.06,-0.033,0.824,0.081,-0.099,0.344,0.075,-0.11,0.517,0.191,nan,2.023,26.32145,17.96446,0.367,0.171,2.441,506,3.939,0.023,43.23,41.5,linear
S01031.01,SIMULATED,K01031,2584163,1,15.16,1.129,0.132,-0.119,1.306,0.287,-0.123,-0.146,0.215,-0.145,0.345,0.292,nan,1.765,1.09622,0.24801,0.938,0.816,1.604,153,0.296,0.012,3.568,15.6,linear
S00804.01,SIMULATED,K00804,3641726,1,15.387,0.695,0.096,-0.078,0.656,0.141,-0.082,0.54,0.138,-0.11,0.497,0.204,nan,1.969,7.70398,5.59322,0.099,0.206,2.869,757,2.519,0.028,22.158,53.9,linear
S07676.01,SIMULATED,K07676,3934657,1,13.786,0.706,0.102,-0.114,0.901,0.258,-0.069,0.134,0.214,-0.091,0.393,0.268,nan,1.021,29.94559,17.34789,0.491,0.302,4.412,108,6.75,0.01,40.109,8.0,linear
S02067.01,SIMULATED,K02067,9304101,1,12.584,1.056,0.093,-0.067,1.752,0.223,-0.298,-0.558,0.13,-0.267,0.405,0.264,nan,2.048,2.56776,1.2617,0.841,0.444,4.622,114,3.928,0.011,4.587,35.7,linear
S01797.01,SIMULATED,K01797,10676014,1,12.971,0.833,0.042,-0.042,0.743,0.045,-0.033,0.457,0.055,-0.047,0.568,0.153,nan,2.03,17.14702,12.98931,0.656,0.329,4.973,627,4.032,0.025,35.443,118.8,linear
S02989.01,SIMULATED,K02989,6636320,1,15.411,0.874,0.078,-0.096,0.704,0.132,-0.057,0.548,0.139,-0.086,0.434,0.243,nan,1.282,23.02382,2.91158,0.245,0.429,3.214,279,3.498,0.017,46.267,16.2,linear
S02047.01,SIMULATED,K02047,11457726,1,13.977,1.101,0.08,-0.08,1.111,0.186,-0.062,0.053,0.135,-0.06,0.324,0.303,nan,1.19,12.99485,5.88769,0.593,0.215,0.068,96,3.615,0.01,21.614,29.0,linear
S02097.01,SIMULATED,K02097,10158729,1,14.649,1.075,0.158,-0.129,0.925,0.335,-0.112,0.282,0.232,-0.125,0.315,0.303,nan,2.271,11.40532,2.80719,0.777,0.266,1.923,506,1.893,0.023,23.617,19.1,linear
S05663.01,SIMULATED,K05663,9391817,1,13.06,1.018,0.078,-0.078,1.267,0.213,-0.16,-0.152,0.139,-0.146,0.366,0.284,nan,1.15,6.97649,2.31933,0.249,0.222,1.362,69,3.424,0.008,12.195,16.4,linear
S06557.01,SIMULATED,K06557,5295206,1,13.805,1.142,0.177,-0.129,0.876,0.384,-0.192,0.379,0.224,-0.183,0.291,0.311,nan,1.275,10.76665,1.20337,0.438,0.316,1.532,177,2.214,0.013,24.486,10.3,linear
S05940.01,SIMULATED,K05940,11905398,1,15.627,0.736,0.083,-0.102,0.775,0.152,-0.065,0.349,0.153,-0.095,0.434,0.243,nan,1.785,12.25301,0.19942,0.251,0.458,4.824,445,5.803,0.021,26.068,13.8,linear
S02582.01,SIMULATED,K02582,11771430,1,13.628,1.25,0.081,-0.111,1.865,0.235,-0.259,-0.566,0.136,-0.227,0.421,0.257,nan,1.72,7.7,4.19963,0.984,0.621,6.212,71,1.13,0.008,9.478,19.5,linear
S01429.01,SIMULATED,K01429,11030711,1,15.531,0.903,0.056,-0.056,0.754,0.142,-0.066,0.473,0.119,-0.071,0.41,0.26,nan,1.98,26.20958,13.07091,0.21,0.628,5.021,580,8.169,0.024,47.611,49.4,linear
S00602.01,SIMULATED,K00602,12459913,1,14.647,1.035,0.118,-0.096,1.258,0.272,-0.147,-0.135,0.201,-0.169,0.303,0.303,nan,2.282,24.36164,14.72524,0.703,0.585,0.845,276,2.713,0.017,28.441,40.5,linear
S02835.01,SIMULATED,K02835,5436338,1,15.906,0.511,0.045,-0.034,0.592,0.041,-0.045,0.542,0.07,-0.09,0.574,0.155,nan,1.305,5.17751,3.2809,0.549,0.439,0.621,409,1.432,0.02,17.025,22.5,linear
S00563.01,SIMULATED,K00563,6707833,1,14.519,0.938,0.09,-0.073,1.615,0.219,-0.268,-0.504,0.129,-0.235,0.413,0.26,nan,2.228,14.15725,1.02585,0.891,0.837,3.022,159,1.738,0.013,14.924,38.1,linear
S08035.01,SIMULATED,K08035,10862759,1,13.783,1.664,0.201,-0.201,1.303,0.487,-0.209,0.026,0.242,-0.176,0.275,0.317,nan,1.352,19.65022,12.88865,0.473,0.332,1.873,90,3.442,0.01,27.872,9.3,linear
S03284.01,SIMULATED,K03284,6497146,1,14.467,0.574,0.028,-0.043,0.518,0.033,-0.037,0.764,0.056,-0.076,0.531,0.211,nan,1.375,17.41626,0.39412,0.585,0.79,4.656,591,7.158,0.024,45.337,14.5,linear
S05817.01,SIMULATED,K05817,10658177,1,13.336,1.077,0.101,-0.078,1.274,0.246,-0.27,-0.134,0.14,-0.232,0.359,0.289,nan,1.099,25.42895,7.32458,0.421,0.271,2.131,62,4.758,0.008,29.275,13.0,linear
S02313.01,SIMULATED,K02313,10132832,1,15.306,1.049,0.126,-0.154,1.206,0.299,-0.1,-0.075,0.22,-0.12,0.366,0.284,nan,2.155,18.63575,4.24109,0.518,0.035,5.032,268,5.166,0.016,24.914,19.3,linear
S01724.01,SIMULATED,K01724,10214162,1,15.601,1.046,0.144,-0.118,0.963,0.306,-0.122,0.219,0.225,-0.143,0.345,0.292,nan,1.998,23.93688,15.97367,0.911,0.352,3.731,362,2.638,0.019,36.865,33.2,linear
S01717.01,SIMULATED,K01717,9895006,1,14.581,1.156,0.105,-0.105,1.117,0.319,-0.213,0.068,0.2,-0.217,0.478,0.219,nan,1.808,13.31805,7.11088,0.774,0.417,4.07,220,4.105,0.015,22.21,21.7,linear
S00429.01,SIMULATED,K00429,10616679,1,14.486,0.703,0.109,-0.054,0.8,0.103,-0.094,0.286,0.111,-0.127,0.49,0.208,nan,1.704,7.62861,2.38652,0.915,0.528,1.295,381,0.815,0.02,18.121,209.2,linear
S00487.01,SIMULATED,K00487,12834874,1,14.528,0.867,0.106,-0.08,0.801,0.215,-0.092,0.376,0.188,-0.118,0.373,0.279,nan,2.137,21.01203,9.6769,0.252,0.425,2.187,597,2.809,0.024,38.135,57.6,linear
S05458.01,SIMULATED,K05458,8007174,1,15.602,0.762,0.064,-0.071,0.77,0.078,-0.064,0.371,0.086,-0.089,0.575,0.15,nan,1.705,8.81989,0.62404,0.374,0.01,4.839,412,3.033,0.02,21.308,11.8,linear
S04091.01,SIMULATED,K04091,3103227,1,14.9,1.2,0.074,-0.081,1.683,0.236,-0.212,-0.45,0.137,-0.177,0.375,0.284,nan,2.02,8.87809,3.8258,0.974,0.298,3.457,121,1.703,0.011,11.394,18.6,linear
S04774.01,SIMULATED,K04774,4277304,1,13.882,0.891,0.104,-0.07,0.862,0.16,-0.12,0.293,0.146,-0.153,0.509,0.196,nan,1.482,28.21751,3.22175,0.877,0.405,4.095,248,3.464,0.016,43.549,13.5,linear
S05827.01,SIMULATED,K05827,10777591,1,13.328,0.792,0.105,-0.035,0.742,0.293,-0.24,0.437,0.211,-0.307,0.299,0.306,nan,1.315,16.49101,5.65052,0.519,0.714,1.195,263,1.362,0.016,33.996,18.6,linear
S04551.01,SIMULATED,K04551,11769689,1,14.654,0.938,0.151,-0.135,0.636,0.341,-0.114,0.711,0.236,-0.128,0.351,0.289,nan,1.169,15.15062,8.39059,0.441,0.005,5.53,283,2.684,0.017,39.651,12.7,linear
S04693.01,SIMULATED,K04693,8417078,1,13.341,1.323,0.165,-0.124,1.37,0.29,-0.355,-0.14,0.164,-0.346,0.31,0.304,nan,1.128,7.36779,6.84044,0.057,0.696,4.81,57,10.372,0.008,12.767,11.4,linear
S01303.01,SIMULATED,K01303,10867062,1,14.965,0.988,0.065,-0.038,0.907,0.182,-0.202,0.271,0.126,-0.2,0.46,0.229,nan,1.745,21.96589,11.10298,0.051,0.096,2.175,310,4.341,0.018,36.242,66.7,linear
S03323.01,SIMULATED,K03323,5193659,1,15.076,0.972,0.068,-0.056,1.606,0.216,-0.297,-0.48,0.127,-0.269,0.464,0.229,nan,2.043,14.70654,10.65454,0.325,0.662,2.658,136,3.962,0.012,15.582,12.5,quadratic
S00226.01,SIMULATED,K00226,5959753,1,14.817,0.824,0.052,-0.028,0.796,0.04,-0.066,0.363,0.045,-0.079,0.582,0.145,nan,1.85,9.77499,6.39294,0.052,0.278,4.003,454,4.093,0.021,22.667,74.3,quadratic
S05901.01,SIMULATED,K05901,11456256,1,12.332,1.272,0.161,-0.161,1.807,0.288,-0.235,-0.517,0.162,-0.203,0.293,0.31,nan,1.363,28.72172,28.36071,0.961,0.495,4.383,47,4.559,0.007,23.663,22.0,quadratic
S04892.01,SIMULATED,K04892,10586744,1,14.143,0.826,0.118,-0.069,1.081,0.305,-0.229,-0.035,0.211,-0.273,0.324,0.298,nan,1.338,29.71779,8.25172,0.504,0.809,5.702,128,6.008,0.011,35.05,12.1,quadratic
S04603.01,SIMULATED,K04603,8430053,1,13.629,1.177,0.185,-0.152,0.91,0.409,-0.136,0.343,0.244,-0.133,0.295,0.31,nan,1.334,29.36021,9.5119,0.289,0.308,2.063,180,3.509,0.013,46.489,9.2,quadratic
S04530.01,SIMULATED,K04530,12647577,1,14.241,1.082,0.056,-0.062,0.854,0.147,-0.063,0.389,0.12,-0.066,0.41,0.26,nan,1.231,21.20472,15.04003,0.708,0.596,3.908,174,4.148,0.013,38.752,11.5,quadratic
S04320.01,SIMULATED,K04320,5095082,1,14.216,0.928,0.065,-0.038,0.734,0.23,-0.306,0.52,0.139,-0.301,0.455,0.233,nan,1.33,1.63824,1.13134,0.929,0.72,3.264,275,0.51,0.017,7.771,14.1,quadratic
S02180.01,SIMULATED,K02180,7286911,1,14.816,0.905,0.034,-0.062,0.963,0.101,-0.034,0.155,0.098,-0.044,0.46,0.229,nan,2.143,18.17813,18.09243,0.584,0.329,1.144,416,2.89,0.02,29.235,22.7,quadratic
S03379.01,SIMULATED,K03379,2995392,1,15.268,0.804,0.143,-0.143,0.779,0.312,-0.111,0.379,0.226,-0.13,0.307,0.306,nan,1.867,23.34286,19.53345,0.054,0.649,1.196,482,2.104,0.022,41.001,17.3,quadratic
S03115.01,SIMULATED,K03115,11714231,1,15.273,1.106,0.145,-0.13,0.554,0.326,-0.14,0.962,0.224,-0.155,0.359,0.287,nan,1.33,7.11838,4.73274,0.615,0.16,0.677,484,1.37,0.022,29.069,16.8,quadratic
S02747.01,SIMULATED,K02747,6586746,1,15.329,0.831,0.078,-0.057,0.885,0.071,-0.085,0.228,0.078,-0.112,0.575,0.15,nan,1.255,4.25349,0.58907,0.835,0.17,4.891,169,1.885,0.013,11.739,20.1,quadratic
S08232.01,SIMULATED,K08232,11872364,1,15.053,0.852,0.122,-0.071,1.191,0.283,-0.174,-0.148,0.21,-0.209,0.442,0.24,nan,1.92,8.35162,7.06068,0.135,0.338,0.615,218,3.668,0.015,13.787,11.2,quadratic
S03056.01,SIMULATED,K03056,7216284,1,15.883,1.092,0.058,-0.099,0.805,0.138,-0.059,0.471,0.137,-0.084,0.517,0.191,nan,1.428,13.98597,12.4137,0.82,0.365,6.218,264,1.958,0.016,31.266,13.6,quadratic
S06919.01,SIMULATED,K06919,7812893,1,15.86,0.646,0.052,-0.052,0.684,0.028,-0.057,0.455,0.043,-0.09,0.703,0.056,nan,1.227,10.26528,8.36744,0.652,0.778,5.558,270,3.161,0.016,25.131,7.4,quadratic
S02019.01,SIMULATED,K02019,6226290,1,15.624,1.164,0.116,-0.127,0.88,0.26,-0.087,0.381,0.211,-0.111,0.393,0.268,nan,2.131,11.7925,4.54051,0.74,0.775,4.292,492,5.27,0.022,26.059,34.2,quadratic
S03391.01,SIMULATED,K03391,9452897,1,15.903,0.46,0.048,-0.037,0.52,0.044,-0.054,0.663,0.074,-0.107,0.45,0.24,nan,1.069,16.46045,15.26229,0.472,0.474,2.927,354,2.247,0.019,40.407,12.6,quadratic
S04337.01,SIMULATED,K04337,8573193,1,14.686,1.044,0.109,-0.133,0.917,0.234,-0.084,0.281,0.192,-0.107,0.345,0.292,nan,1.024,6.74185,4.77574,0.438,0.407,2.782,104,2.257,0.01,16.623,12.5,quadratic
S02467.01,SIMULATED,K02467,11818607,1,14.63,1.269,0.127,-0.14,1.13,0.282,-0.094,0.093,0.216,-0.116,0.359,0.287,nan,1.152,1.91137,1.81433,0.22,0.528,4.425,87,4.004,0.009,6.209,17.6,quadratic
S02348.01,SIMULATED,K02348,6941084,1,15.301,1.239,0.166,-0.135,0.935,0.358,-0.143,0.329,0.235,-0.153,0.359,0.287,nan,1.889,4.50888,3.0348,0.945,0.847,5.708,342,0.981,0.019,13.19,20.8,quadratic
S06980.01,SIMULATED,K06980,8155654,1,15.186,1.108,0.158,-0.158,1.22,0.384,-0.102,-0.066,0.247,-0.11,0.329,0.302,nan,1.393,9.67969,2.24256,0.446,0.252,0.646,109,3.478,0.01,16.208,8.7,quadratic
S03096.01,SIMULATED,K03096,7455981,1,13.572,0.611,0.102,-0.036,0.926,0.136,-0.099,0.036,0.14,-0.136,0.398,0.266,nan,1.102,5.66616,2.73137,0.309,0.588,0.975,118,1.852,0.011,12.259,17.2,quadratic
S03086.01,SIMULATED,K03086,10749059,1,15.707,0.832,0.064,-0.032,0.97,0.051,-0.089,0.108,0.054,-0.104,0.517,0.191,nan,2.285,27.7176,0.19859,0.82,0.866,3.89,466,4.204,0.022,37.354,16.5,quadratic
S06889.01,SIMULATED,K06889,7592529,1,11.649,0.893,0.144,-0.101,1.172,0.444,-0.236,-0.107,0.253,-0.239,0.317,0.3,nan,1.135,17.22755,8.65209,0.98,0.599,1.367,78,0.691,0.009,23.062,9.2,quadratic
S02598.01,SIMULATED,K02598,7446631,1,14.162,0.988,0.145,-0.145,0.896,0.333,-0.111,0.286,0.233,-0.127,0.359,0.287,nan,1.185,1.08365,0.58648,0.662,0.173,0.266,147,1.226,0.012,4.933,15.7,quadratic
S01813.01,SIMULATED,K01813,9455325,1,13.766,0.867,0.049,-0.049,0.763,0.077,-0.052,0.439,0.078,-0.063,0.509,0.196,nan,2.114,26.58592,12.54699,0.991,0.764,3.038,457,0.683,0.025,46.822,54.1,quadratic
S04506.01,SIMULATED,K04506,4545570,1,15.683,0.722,0.07,-0.104,0.705,0.132,-0.066,0.464,0.135,-0.097,0.434,0.243,nan,1.463,1.54734,0.47402,0.493,0.783,2.605,362,0.657,0.019,7.17,11.9,quadratic
S07320.01,SIMULATED,K07320,10396708,1,14.755,0.671,0.088,-0.047,0.701,0.062,-0.069,0.438,0.081,-0.103,0.551,0.165,nan,1.02,9.75449,1.05359,0.03,0.744,4.252,177,6.305,0.013,23.989,10.5,quadratic
S01216.01,SIMULATED,K01216,3839488,1,13.459,1.11,0.088,-0.121,1.428,0.247,-0.271,-0.27,0.137,-0.228,0.421,0.257,nan,1.731,28.93178,25.51608,0.029,0.36,4.208,123,10.585,0.011,28.753,36.8,quadratic
S04295.01,SIMULATED,K04295,7596240,1,14.924,1.018,0.169,-0.152,0.471,0.35,-0.14,1.139,0.219,-0.139,0.297,0.312,nan,1.241,21.44028,11.48203,0.386,0.452,0.459,583,1.665,0.024,69.423,13.6,quadratic
S03397.01,SIMULATED,K03397,6200810,1,15.353,1.245,0.176,-0.176,0.844,0.382,-0.153,0.466,0.224,-0.146,0.297,0.312,nan,2.083,29.3211,23.07574,0.248,0.174,0.611,512,3.901,0.023,51.025,12.6,quadratic
S01112.01,SIMULATED,K01112,3109930,1,14.633,1.145,0.129,-0.116,0.707,0.302,-0.121,0.66,0.222,-0.141,0.334,0.296,nan,2.132,5.14436,1.67392,0.71,0.21,0.976,764,1.312,0.028,18.557,35.2,quadratic
S05207.01,SIMULATED,K05207,5859725,1,13.048,1.122,0.065,-0.071,1.195,0.164,-0.066,-0.034,0.127,-0.067,0.366,0.284,nan,1.382,10.05468,0.16905,0.329,0.202,1.439,112,3.516,0.011,17.038,9.6,quadratic
S06293.01,SIMULATED,K06293,2834463,1,14.199,1.134,0.169,-0.123,0.8,0.353,-0.126,0.494,0.231,-0.131,0.319,0.302,nan,1.175,13.81086,1.55866,0.937,0.042,0.131,181,1.283,0.013,31.562,8.3,quadratic
S01700.01,SIMULATED,K01700,7220429,1,14.471,0.785,0.095,-0.055,0.76,0.103,-0.093,0.402,0.109,-0.126,0.568,0.153,nan,1.314,26.50204,11.81563,0.055,0.126,2.585,251,4.207,0.016,45.421,31.1,quadratic
S06849.01,SIMULATED,K06849,7217088,1,15.082,1.029,0.08,-0.058,1.0,0.189,-0.155,0.161,0.131,-0.147,0.41,0.26,nan,2.176,7.06922,5.95191,0.598,0.072,3.682,398,2.957,0.02,15.648,10.8,quadratic
S02663.01,SIMULATED,K02663,7762723,1,13.461,0.866,0.09,-0.1,0.908,0.21,-0.07,0.213,0.191,-0.096,0.386,0.271,nan,1.332,2.17488,2.09661,0.359,0.768,0.066,180,1.299,0.013,7.417,14.6,quadratic
S05297.01,SIMULATED,K05297,6543192,1,14.441,0.829,0.043,-0.048,0.902,0.094,-0.055,0.202,0.088,-0.063,0.526,0.186,nan,1.117,19.93321,2.25259,0.342,0.456,5.195,128,6.717,0.011,32.219,8.1,quadratic
S00632.01,SIMULATED,K00632,4827723,1,13.359,0.914,0.038,-0.07,0.866,0.097,-0.039,0.298,0.097,-0.052,0.46,0.229,nan,1.144,15.05827,10.05187,0.949,0.044,0.694,146,1.368,0.012,28.761,41.6,quadratic
S04793.01,SIMULATED,K04793,6220312,1,15.374,1.022,0.113,-0.126,0.633,0.289,-0.096,0.755,0.224,-0.119,0.404,0.262,nan,1.202,4.51787,3.36943,0.354,0.081,2.169,303,1.681,0.017,18.306,8.7,quadratic
S04765.01,SIMULATED,K04765,10615440,1,13.385,1.114,0.078,-0.078,1.106,0.206,-0.12,0.064,0.137,-0.107,0.366,0.284,nan,1.443,24.90267,19.30343,0.122,0.064,0.874,142,5.406,0.012,33.626,9.5,quadratic
S07252.01,SIMULATED,K07252,9909965,1,14.455,1.025,0.147,-0.107,1.072,0.303,-0.163,0.07,0.21,-0.179,0.307,0.306,nan,1.372,16.60104,12.63625,0.898,0.762,6.219,137,1.563,0.012,25.77,7.9,quadratic
S01166.01,SIMULATED,K01166,10351231,1,15.44,0.875,0.145,-0.145,0.765,0.318,-0.106,0.441,0.226,-0.122,0.359,0.287,nan,2.114,11.15229,4.14011,0.668,0.24,0.203,642,2.338,0.025,26.279,20.8,quadratic
S04410.01,SIMULATED,K04410,6350882,1,15.744,1.323,0.141,-0.141,0.527,0.32,-0.107,1.106,0.236,-0.13,0.351,0.289,nan,1.313,8.1765,0.12483,0.633,0.46,2.1,522,0.897,0.023,35.592,11.6,quadratic
S00923.01,SIMULATED,K00923,8883593,1,15.543,1.046,0.12,-0.12,1.177,0.277,-0.087,-0.043,0.222,-0.111,0.345,0.292,nan,1.981,21.07046,9.88498,0.202,0.8,5.297,238,10.431,0.015,27.692,79.7,quadratic
S02829.01,SIMULATED,K02829,6197215,1,12.824,0.919,0.098,-0.08,1.191,0.233,-0.284,-0.115,0.135,-0.251,0.396,0.268,nan,1.857,17.71838,0.50235,0.59,0.035,5.253,204,4.931,0.014,23.345,20.0,quadratic
S02123.01,SIMULATED,K02123,8591693,1,14.385,1.183,0.141,-0.141,0.799,0.292,-0.097,0.514,0.221,-0.118,0.345,0.292,nan,1.809,29.55047,24.62345,0.991,0.881,3.015,333,0.442,0.021,53.227,26.6,quadratic
S08211.01,SIMULATED,K08211,10515564,1,14.811,1.008,0.074,-0.101,0.923,0.186,-0.062,0.257,0.17,-0.084,0.46,0.229,nan,1.237,23.20521,21.77683,0.458,0.373,3.957,150,5.481,0.012,37.185,7.7,quadratic
S08217.01,SIMULATED,K08217,10907307,1,12.349,0.617,0.119,-0.089,1.149,0.285,-0.19,-0.242,0.2,-0.216,0.324,0.298,nan,2.244,17.58555,8.65617,0.307,0.702,4.125,320,10.599,0.018,21.077,15.3,quadratic
S04505.01,SIMULATED,K04505,8493354,1,13.615,1.076,0.092,-0.053,0.771,0.203,-0.136,0.521,0.138,-0.125,0.315,0.303,nan,1.421,27.87259,10.07904,0.14,0.255,2.49,285,3.493,0.017,51.449,13.1,quadratic
S04474.01,SIMULATED,K04474,4381429,1,15.889,0.836,0.101,-0.04,0.688,0.102,-0.092,0.558,0.116,-0.132,0.454,0.234,nan,2.053,20.54363,9.062,0.469,0.381,1.804,747,2.239,0.027,43.188,13.0,quadratic
S01870.01,SIMULATED,K01870,10187159,1,14.425,0.849,0.087,-0.058,0.845,0.222,-0.12,0.298,0.183,-0.146,0.526,0.186,nan,2.287,16.52621,9.5292,0.357,0.854,5.359,615,6.478,0.025,30.602,44.3,quadratic
S07272.01,SIMULATED,K07272,10019854,1,15.105,1.472,0.176,-0.176,0.975,0.373,-0.133,0.35,0.223,-0.129,0.295,0.31,nan,1.394,21.10675,15.54896,0.839,0.835,0.406,171,1.011,0.013,37.492,8.1,quadratic
S07235.01,SIMULATED,K07235,9821428,1,14.713,1.05,0.098,-0.083,0.788,0.254,-0.053,0.48,0.235,-0.078,0.383,0.275,nan,1.11,16.53613,16.47064,0.426,0.298,2.182,166,2.529,0.013,35.212,8.6,quadratic
S07182.01,SIMULATED,K07182,9513168,1,16.538,0.711,0.034,-0.055,0.731,0.023,-0.055,0.409,0.033,-0.086,0.751,0.016,nan,2.22,9.56078,6.90819,0.495,0.617,0.514,775,1.717,0.028,23.149,8.2,quadratic
S02318.01,SIMULATED,K02318,11495458,1,14.471,0.702,0.044,-0.028,0.726,0.02,-0.04,0.414,0.03,-0.054,0.638,0.102,nan,1.175,18.89322,11.86614,0.427,0.659,3.236,220,2.916,0.015,36.57,18.6,quadratic
S04776.01,SIMULATED,K04776,8054719,1,14.84,0.905,0.094,-0.043,0.717,0.191,-0.139,0.539,0.169,-0.182,0.299,0.306,nan,1.054,1.17482,0.03346,0.676,0.329,0.503,181,0.881,0.013,6.322,10.8,quadratic
S07850.01,SIMULATED,K07850,7834712,1,15.978,0.925,0.112,-0.15,1.316,0.289,-0.116,-0.242,0.205,-0.13,0.428,0.251,nan,2.179,8.85301,0.18784,0.143,0.213,1.725,230,4.119,0.015,13.336,9.8,quadratic
