planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,limbdark_1,limbdark_2,pmass,prad,epoch,period,impact,depth,duration,ttv_type
S06921.01,SIMULATED,K06921,7816935,1,15.099,0.9617698952824172,0.068,-0.076,1.0966489699725184,0.04,-0.037,0.319,0.302,0.0,1.19,6.614892145620912,6.877781459374755,0.1668393028734909,98.96856977646414,3.7815812542322074,gaussian
S05228.01,SIMULATED,K05228,6036286,1,15.347,0.41365320777264314,0.011,-0.011,0.4086185615275434,0.011,-0.01,0.436,0.2902,0.0,1.03,125.46453099499998,546.469238835,0.6009194974027322,534.0438396431108,6.505838789416104,gaussian
S03417.01,SIMULATED,K03417,7503885,1,15.214,1.0561027597227222,0.076,-0.075,1.1669964022408987,0.044,-0.042,0.3588,0.2868,0.0,3.26,87.86392794529407,91.0835210827941,0.21092226208686615,655.8957356872114,9.148877694843376,gaussian
S00173.01,SIMULATED,K00173,11402995,1,13.844,1.0274593576771496,0.073,-0.072,1.2013370925797238,0.032,-0.031,0.4035,0.2622,0.0,2.58,4.327000249388556,10.060916766816907,0.7721539569048521,387.65757995989094,2.964624044511801,gaussian
S04251.01,SIMULATED,K04251,8741470,1,13.795,0.9016720310633862,0.05,-0.058,0.9034547695402377,0.018,-0.017,0.4035,0.2622,0.0,1.55,0.3011884652207642,6.239695754329047,0.5130472279473882,247.39402583311994,2.6826103263819343,gaussian
S00855.01,SIMULATED,K00855,6522242,1,15.196,0.7763588844949793,0.035,-0.025,0.9115606927392342,0.029,-0.028,0.398,0.2665,0.0,8.253313782998262,14.33950952582043,41.40828811437652,0.13930951986008566,6890.078591833303,6.1680585169159405,gaussian
S07195.01,SIMULATED,K07195,9588862,1,14.742,0.972484578980591,0.071,-0.081,1.3135325119030887,0.052,-0.049,0.3143,0.3061,0.0,1.0,1.418827390054203,5.897752044653659,0.20735341914262717,48.71435852733378,4.253786024300271,gaussian
S03916.01,SIMULATED,K03916,5784777,1,15.362,0.7334921828695598,0.036,-0.045,0.7589395271097947,0.018,-0.019,0.5172,0.1908,0.0,1.9,1.964819013397984,5.339046580014282,0.6920958966223477,526.7826936814308,1.92720202647937,gaussian
S07339.01,SIMULATED,K07339,10546063,1,15.833,1.1257350402125024,0.075,-0.08,1.2270213635780485,0.102,-0.09,0.3239,0.3029,0.0,1.73,8.215520424397454,10.698222379277595,0.6042991797166644,167.08082046594686,3.759069409852115,gaussian
S04054.01,SIMULATED,K04054,6428794,1,14.566,0.7962632494329855,0.032,-0.042,0.8305913201657373,0.017,-0.016,0.5086,0.1959,0.0,2.21,137.2030200917776,169.13555328149994,0.4800471967116098,595.0430844245361,7.891804212574271,gaussian
S01433.01,SIMULATED,K01433,11288505,1,15.65,0.890955238200302,0.046,-0.058,0.9221990715389519,0.034,-0.032,0.3858,0.2711,0.0,2.08,12.966329078099587,19.807878117411704,0.16317593064547853,427.5785893646715,4.644104694117654,gaussian
S08238.01,SIMULATED,K08238,12554485,1,14.322,0.8282126307958629,0.07,-0.068,0.9653145511254471,0.025,-0.024,0.421,0.2521,0.0,2.73,372.09585202166664,495.66036551500014,0.18821681399272205,672.2429092480169,14.50312537796143,gaussian
S01648.01,SIMULATED,K01648,11177543,1,14.31,0.8495434978686865,0.059,-0.032,0.8543377495640194,0.056,-0.088,0.5167,0.1914,0.0,2.43,12.465279421461851,38.32623900616565,0.33752657762882743,679.9735128402897,5.196911919147707,gaussian
S02110.01,SIMULATED,K02110,11460462,1,12.189,1.292134236802768,0.055,-0.056,1.4905907502708364,0.042,-0.039,0.3031,0.3155,0.0,1.55,1.2159168951867014,5.03728042815171,0.8336069706265093,90.88353144463571,2.3522607240630222,gaussian
S00689.01,SIMULATED,K00689,8361905,1,13.766,0.8386302549875166,0.05,-0.049,0.7974820040652972,0.016,-0.016,0.3556,0.2865,0.0,1.53,1.7314171811294852,15.873593391098197,0.2964782292017797,309.37108467976,3.6845759894011203,gaussian
S06601.01,SIMULATED,K06601,5597361,1,14.604,1.232399726060027,0.062,-0.083,1.4628931804040708,0.053,-0.05,0.3511,0.2889,0.0,1.62,2.63360450220971,17.99261607550648,0.2633831286229159,103.07264951832357,6.261214581969732,gaussian
S04878.01,SIMULATED,K04878,11804437,1,12.291,1.08664674047598,0.068,-0.069,1.0429221418753536,0.022,-0.022,0.3382,0.2942,0.0,1.04,422.2294518550001,449.01367329500016,0.15866780430385108,83.57984171211368,13.92246434652227,gaussian
S04343.01,SIMULATED,K04343,8087812,1,13.694,0.7850976183218046,0.071,-0.055,0.9272699632509109,0.156,-0.13,0.3354,0.2949,0.0,1.73,13.143419019948842,27.210728346898307,0.7531935884297339,292.56236876449185,3.610062988797184,gaussian
S01209.01,SIMULATED,K01209,3534076,1,15.166,1.0623289913082574,0.063,-0.06,1.063990590207336,0.1,-0.079,0.3841,0.2743,0.0,5.95,2.1282054742852345,272.0861809762858,0.3835461949200428,2628.4335300247303,11.327773839738736,gaussian
S00468.01,SIMULATED,K00468,9589524,1,14.767,0.8513101290488543,0.037,-0.044,0.7822796259781207,0.017,-0.016,0.4966,0.2043,0.0,3.18,10.833175417184757,22.184333902645818,0.7125598226509401,1388.8931711292614,2.9538486752730173,gaussian
S03267.01,SIMULATED,K03267,8620402,1,14.706,0.8598839351683564,0.04,-0.056,0.9485036971985743,0.026,-0.025,0.3288,0.3024,0.0,1.66,3.827408732753013,14.195942276494772,0.10935858441004431,257.4404355024317,4.357910370170086,gaussian
S04813.01,SIMULATED,K04813,4840672,1,13.78,0.6097792167231264,0.061,-0.044,0.7143853561611498,0.058,-0.044,0.5856,0.1392,0.0,0.82,0.3586677233208699,3.07649086666669,0.272926945123115,110.73916872601956,2.139740772606757,usp
S00142.01,SIMULATED,K00142,5446285,1,13.113,1.0146262355625297,0.039,-0.052,0.9148856705773227,0.016,-0.015,0.4653,0.2277,0.0,3.93,1.4851890366730143,3.6387027806667405,0.08123529807460006,1550.9224811235429,2.533685845888293,usp
S00443.01,SIMULATED,K00443,3833007,1,14.2,1.114832905042974,0.075,-0.083,1.2921148432237883,0.037,-0.035,0.3556,0.2865,0.0,2.22,1.3502040545366518,1.4743408336363826,0.7739914353341268,248.10890922989617,1.6302174777975786,usp
S06291.01,SIMULATED,K06291,2716979,1,13.303,0.9888065460268511,0.039,-0.054,0.9402481374519214,0.019,-0.018,0.3251,0.2977,0.0,0.98,0.7364887877673882,1.1040524124998905,0.32855055483899065,91.3073690905489,1.672403828759181,usp
S00504.01,SIMULATED,K00504,5461440,1,14.56,0.8343754045447235,0.05,-0.053,0.8705028785786734,0.024,-0.022,0.4603,0.2291,0.0,2.67,2.578329633050519,3.123607307692393,0.1380912449974513,790.7163902045089,2.430139628038227,usp
S03007.01,SIMULATED,K03007,10190075,1,14.528,1.008760424068737,0.059,-0.068,1.036920443348849,0.027,-0.026,0.4096,0.2602,0.0,1.47,2.266373062486866,2.7979049750000473,0.5870183618324969,168.9205307303044,2.1410506533795925,usp
S02588.01,SIMULATED,K02588,12156347,1,15.484,0.6169413953590476,0.026,-0.023,0.6167090169618588,0.023,-0.023,0.5081,0.2238,0.0,1.5,1.3924746362604448,1.4448928324999875,0.9277992341314297,497.2337088019101,0.5546549081211802,usp
S02946.01,SIMULATED,K02946,9642292,1,15.679,1.1002958516746788,0.123,-0.079,0.3106931739856734,0.577,-0.252,0.3447,0.2916,0.0,1.93,1.6947061999894133,2.5234819333333673,0.20706074840807953,3243.3202672075995,0.7276513258651336,usp
S01856.01,SIMULATED,K01856,11570749,1,14.082,0.8924894113558561,0.035,-0.053,0.7739584334672607,0.016,-0.015,0.4368,0.2427,0.0,4.33,0.078221792216255,0.8573908370370428,0.8053941267008937,2630.7474638677527,0.8217071377706167,usp
S01997.01,SIMULATED,K01997,10384798,1,14.777,0.9072605393386316,0.069,-0.064,0.9465209240201287,0.026,-0.025,0.3238,0.2979,0.0,2.45,0.40642132999992403,1.2032882500000004,0.29189139086311056,563.1322143937019,1.8055764961188216,usp
S04659.01,SIMULATED,K04659,2857607,1,13.664,0.9837442135481838,0.051,-0.058,0.889945848023065,0.019,-0.018,0.3728,0.2787,0.0,1.25,0.9732366626285937,1.1017947263157952,0.374695789391167,165.8179360210787,1.5554721567841368,usp
S04754.01,SIMULATED,K04754,10291589,1,15.274,0.974017373798313,0.082,-0.073,1.2965286833729435,0.07,-0.067,0.3447,0.2916,0.0,1.28,0.9051016299995098,3.543787310000002,0.840724659731991,81.92082596271757,1.9600236574519114,usp
S04230.01,SIMULATED,K04230,9872831,1,13.95,1.0408395050126165,0.08,-0.064,1.4246836106783196,0.034,-0.033,0.3098,0.3036,0.0,1.3,1.4808232599922742,1.8318284433333514,0.7451222106730767,69.98234478030835,2.0824497968963107,usp
S01683.01,SIMULATED,K01683,6034945,1,14.63,0.9842360128194677,0.065,-0.068,0.9194178640984647,0.025,-0.024,0.3588,0.2868,0.0,1.78,2.8836894599997316,3.03833423,0.2266360474430189,315.03062196640934,2.3669279785222237,usp
S03478.01,SIMULATED,K03478,7742408,1,13.354,0.7061065588868437,0.035,-0.031,0.7383762506552791,0.011,-0.011,0.5988,0.1396,0.0,2.97,0.8109844165557848,1.1550659137930979,0.06527186968734999,1359.8659552829913,1.5759398199881007,usp
S06774.01,SIMULATED,K06774,6842345,1,15.567,1.0622698304938634,0.071,-0.077,1.1562146183645161,0.062,-0.056,0.3342,0.2965,0.0,6.576052117777261,0.7259845161472036,1.3370478769230931,0.728054765358159,2718.893663238933,1.5534793584418867,usp
S02226.01,SIMULATED,K02226,11520459,1,15.338,0.8762925470219571,0.058,-0.054,0.8108192649647126,0.03,-0.029,0.4603,0.2291,0.0,2.51,1.346394920000194,1.41059064,0.9572963261065446,805.4488515612463,0.49870736158281037,usp
S00632.01,SIMULATED,K00632,4827723,1,13.359,0.8897864578000504,0.044,-0.052,0.8133441230609517,0.015,-0.015,0.4603,0.2291,0.0,1.34,0.9328614800114373,1.0340830885714145,0.7121336822021892,228.1390203548397,1.0897795631134901,usp
S02461.01,SIMULATED,K02461,9837685,1,15.935,0.8236722603508806,0.044,-0.054,0.749227526705026,0.031,-0.029,0.4415,0.2396,0.0,2.47,0.015579737504797254,3.428046305000002,0.6837478999733182,913.4927354520113,1.5964055556761867,usp
S00902.01,SIMULATED,K00902,8018547,1,15.754,0.6168034558617314,0.025,-0.02,0.6614438169406114,0.016,-0.016,0.4242,0.2887,0.0,4.78,1.5212572673633225,4.417102122105332,0.4372316797196263,4389.433890997553,2.0814288493888466,usp
S01586.01,SIMULATED,K01586,10022908,1,14.94,0.7410615778379899,0.034,-0.032,0.7294708139358653,0.014,-0.014,0.6441,0.0989,0.0,1.95,3.4534264499997676,3.4956522599999995,0.18137218063900062,600.6092593379333,2.1839667990496774,usp
S05964.01,SIMULATED,K05964,12300524,1,13.186,1.2065795221269242,0.056,-0.067,1.1553293553585373,0.025,-0.023,0.3661,0.2844,0.0,0.85,0.7933544599797733,0.9421532647059028,0.7559983707161217,45.495126433742634,1.2641432145291893,usp
S03396.01,SIMULATED,K03396,5710069,1,15.553,1.1066330731955618,0.077,-0.078,1.146958847792624,0.078,-0.072,0.3858,0.2711,0.0,1.82,2.4558488499996685,3.6258074899999992,0.6986056287047757,211.63414870223062,2.2126135409090746,usp
S04680.01,SIMULATED,K04680,4587135,1,15.487,1.0336486542406658,0.055,-0.069,0.9670669539569238,0.038,-0.036,0.3556,0.2865,0.0,1.54,0.6213151224316691,1.3190542317073153,0.8460963357639552,213.1409990022994,1.0149585091186513,usp
S03045.01,SIMULATED,K03045,5092266,1,15.755,0.9384570464093575,0.072,-0.078,1.1761767549066768,0.07,-0.064,0.3511,0.2889,0.0,2.56,2.1855953628281743,3.2050145857143892,0.22708081562299098,398.17444921494115,3.1313018795044982,usp
S00602.01,SIMULATED,K00602,12459913,1,14.647,1.0995128821079951,0.065,-0.072,1.2743448008912146,0.056,-0.053,0.3026,0.3029,0.0,2.49,0.15807495668438573,4.30461968666657,0.7531698730724834,320.89535658389644,2.3983894536635915,usp
S03448.01,SIMULATED,K03448,3348216,1,14.863,1.2077781149568025,0.066,-0.077,1.3325200436443152,0.065,-0.056,0.3589,0.2891,0.0,2.62,0.07498122272415642,2.9555312727273093,0.751396329538368,324.93292753470166,2.150862859156175,usp
S07850.01,SIMULATED,K07850,7834712,1,15.978,0.8707116575511664,0.074,-0.069,1.318859739838144,0.088,-0.079,0.4282,0.2514,0.0,3.0,0.7664270933332877,1.0018048333333303,0.834343957160179,434.8945137335394,1.3828945869059108,usp
S02967.01,SIMULATED,K02967,5980783,1,15.527,0.9973622037383101,0.073,-0.083,1.0991114454059603,0.056,-0.054,0.3728,0.2787,0.0,2.31,0.5661861993974999,2.1943129235294445,0.43371114576122005,371.26083799696926,2.338210659420855,usp
S00205.01,SIMULATED,K00205,7046804,1,14.518,0.7943063860652185,0.041,-0.059,0.8153453908701215,0.018,-0.017,0.49,0.2075,0.0,7.94,0.2523716113163527,1.0654658180909158,0.7837177358104996,7970.698932981874,1.013854916711196,usp
S06568.01,SIMULATED,K06568,5353938,1,15.516,0.5947077421522945,0.014,-0.014,0.6171365572372601,0.017,-0.018,0.4639,0.2589,0.0,0.65,0.4070224399997646,1.5691289800000001,0.5442754671513425,93.24011660027924,1.2986438518693275,usp
S01861.01,SIMULATED,K01861,3648437,1,13.926,1.000167329136158,0.05,-0.063,1.0343010720783605,0.018,-0.023,0.3819,0.2736,0.0,3.56,3.0296405439994856,3.500883452,0.8722796451806398,995.7370977926565,1.3940367951013894,usp
S00849.01,SIMULATED,K00849,6276477,1,15.018,0.8303247251034006,0.052,-0.061,0.8734124315017594,0.024,-0.023,0.4526,0.2327,0.0,2.47,1.2967413433189667,1.7258885266666977,0.5621920435582655,672.1927281563128,1.6733759062947693,usp
S06983.01,SIMULATED,K06983,8167504,1,14.32,1.0323506303335592,0.035,-0.046,0.9495298009384043,0.024,-0.022,0.4603,0.2291,0.0,0.85,1.9719014699996278,2.567390966666684,0.03188510094319763,67.35336432190267,2.334100219013573,usp
S05899.01,SIMULATED,K05899,11446961,1,13.899,0.9500195637972347,0.049,-0.046,0.8393627291840139,0.017,-0.016,0.4616,0.2313,0.0,1.28,0.9360556514286303,2.793772285714259,0.36392820250229396,195.46059603384546,2.033269007457729,usp
S03034.01,SIMULATED,K03034,2973386,1,15.572,0.6150260954409713,0.018,-0.017,0.642122224707807,0.023,-0.025,0.2898,0.4064,0.0,1.66,2.0825866161815374,2.38622442307685,0.237724826427004,561.7193882644743,1.7791056463546557,usp
S07776.01,SIMULATED,K07776,6356400,1,15.671,0.7087886355238063,0.026,-0.023,0.6549429697383137,0.015,-0.015,0.6584,0.0833,0.0,3.15,0.8140487998506251,1.526547943661983,0.24163991756614556,1944.2530085470125,1.489865743298723,usp
S03394.01,SIMULATED,K03394,7748487,1,15.491,0.9974281925082021,0.083,-0.085,1.4608622142197145,0.08,-0.076,0.3288,0.3024,0.0,1.79,0.19536034999992266,2.596067683333316,0.17004768386577285,126.19036351341651,3.59467182358081,usp
S00192.01,SIMULATED,K00192,7950644,1,14.221,0.920910878330975,0.075,-0.068,1.2761727428689047,0.034,-0.033,0.3819,0.2736,0.0,5.51211862410582,0.1000742824975906,0.7916149330000036,0.0227174944117311,1568.03886592951,2.202113388214927,usp
S04444.01,SIMULATED,K04444,11718389,1,15.583,0.6084256749601085,0.009,-0.014,0.552241229776582,0.014,-0.036,0.6811,0.0672,0.0,1.14,0.24532923333352222,1.981244973333322,0.6397505492559165,358.1712224426593,1.1420184365571553,usp
S01355.01,SIMULATED,K01355,7211141,1,15.897,1.0006005886346556,0.078,-0.071,1.4037852138114686,0.112,-0.104,0.4046,0.2638,0.0,8.49,0.9091178810479498,1.3665580668421216,0.32724224731160556,3074.345656320091,2.6715978150557773,usp
S05736.01,SIMULATED,K05736,9935983,1,13.756,0.9925052945084037,0.08,-0.073,1.3981484763244312,0.087,-0.082,0.4046,0.2638,0.0,2.22,0.39404098343425525,4.36895956756793,0.36845418370744154,211.90343799858167,3.8668984762927052,usp
S04304.01,SIMULATED,K04304,11612280,1,14.09,1.0346018006273199,0.068,-0.079,1.3917060139303061,0.038,-0.041,0.3958,0.2678,0.0,1.14,0.07715401999967489,1.1757670500000004,0.9667975228044157,56.396653757576075,0.6737086270094115,usp
S00426.01,SIMULATED,K00426,10016874,1,14.733,0.7476074876055595,0.048,-0.05,0.8068817968861904,0.022,-0.021,0.3511,0.2889,0.0,3.84,0.39911276769473075,1.2539548715384619,0.4314940074899991,1903.6243627718895,1.5699475611710199,usp
S01914.01,SIMULATED,K01914,8426567,1,14.417,0.7526413459943472,0.035,-0.041,0.7612300106403734,0.013,-0.013,0.5849,0.1466,0.0,4.41,0.8017758571521413,2.7043644557142383,0.06193049079287227,2820.8761398013235,2.112438247787326,usp
S04482.01,SIMULATED,K04482,7778427,1,12.642,1.2355570379991008,0.034,-0.047,1.2362544082468383,0.026,-0.026,0.3239,0.3029,0.0,0.78,2.2996249999997063,2.6914964199999996,0.524271540777006,33.45893709747448,2.477264861099919,usp
S06849.01,SIMULATED,K06849,7217088,1,15.082,1.0409058844358878,0.077,-0.073,1.171204593826635,0.048,-0.046,0.4096,0.2602,0.0,1.88,0.9809517200002658,4.181580809999998,0.22489685237986223,216.5652672626497,3.2931800053860965,usp
S02736.01,SIMULATED,K02736,10842192,1,15.911,0.6629182091007989,0.027,-0.027,0.638565653878883,0.018,-0.018,0.666,0.0775,0.0,2.39,0.17777196999983988,3.112160470000001,0.018192800239515416,1177.398103618575,1.9406380120208033,usp
S02348.01,SIMULATED,K02348,6941084,1,15.301,0.9075628760610791,0.054,-0.067,0.9399966528478519,0.032,-0.031,0.3588,0.2868,0.0,2.94,3.0355563199997073,3.2975277000000003,0.5752680084179591,822.2060876850452,2.1457302001509087,usp
S00252.01,SIMULATED,K00252,11187837,1,15.613,0.6022674969842413,0.014,-0.014,0.6030266992239686,0.017,-0.017,0.4768,0.2575,0.0,2.64,0.931584771218892,4.401153502500169,0.24980440504385948,1610.9179213142281,2.0569040561874314,usp
S01665.02,SIMULATED,K01665,4932442,2,14.042,1.281887171962348,0.042,-0.057,1.2843526782811825,0.033,-0.033,0.3688,0.28459999999999996,1.7136964374056896,1.1994513295397802,6.212142083704955,16.30579173056321,0.8201782107830461,73.30528903611956,3.113612306468547,rebound
S01665.01,SIMULATED,K01665,4932442,2,14.042,1.281887171962348,0.042,-0.057,1.2843526782811825,0.033,-0.033,0.3688,0.28459999999999996,6.24645660904383,2.317856095922389,12.31513426983037,27.09234235204558,0.46437478139664856,273.7429787255214,5.7088020577937195,rebound
S05475.02,SIMULATED,K05475,8105398,2,13.093,1.0369272056443726,0.06,-0.081,1.4041654409941806,0.031,-0.033,0.3078,0.3001,1.9404637610870565,1.2100848350906737,3.045848668193059,7.7518859068835475,0.7024806927501307,62.42143064047444,3.547353344787898,rebound
S05475.01,SIMULATED,K05475,8105398,2,13.093,1.0369272056443726,0.06,-0.081,1.4041654409941806,0.031,-0.033,0.3078,0.3001,5.520519462940751,2.2693820943949468,7.678327065568066,9.762336316744493,0.15369442268516595,219.5418548938427,5.318085062203533,rebound
S01276.02,SIMULATED,K01276,8804283,2,14.766,1.0666709992121328,0.059,-0.063,0.9462440465188665,0.027,-0.026,0.4695,0.224,6.161726204509082,2.2388406915960335,3.5018344012744733,16.40303173077953,0.3121343051550873,470.5206679257387,4.057953797818648,rebound
S01276.01,SIMULATED,K01276,8804283,2,14.766,1.0666709992121328,0.059,-0.063,0.9462440465188665,0.027,-0.026,0.4695,0.224,7.046592388919385,2.610796487821463,25.069828896048996,27.500298532274144,0.6712603825578471,639.8502750178122,3.761260526892444,rebound
S00638.01,SIMULATED,K00638,5113822,2,13.595,0.9175099491532425,0.047,-0.057,0.9259067624639093,0.018,-0.017,0.4035,0.2622,3.229488301598604,1.5567348979646745,6.521516004293128,8.170954947308667,0.12209728892240643,237.59289647435506,3.4577660679518973,rebound
S00638.02,SIMULATED,K00638,5113822,2,13.595,0.9175099491532425,0.047,-0.057,0.9259067624639093,0.018,-0.017,0.4035,0.2622,2.6112929924785444,1.4359030431204476,3.5728458581505036,11.631758469859859,0.8659598771250393,202.14097739289068,1.9599998571235735,rebound
S02828.01,SIMULATED,K02828,6436029,2,15.768,0.7163726340384783,0.029,-0.031,0.6529266797155101,0.019,-0.018,0.6563,0.0927,3.912098791097408,1.7148732096570467,2.737292292438239,5.04412850833221,0.25351940801467115,579.7941684561616,2.1975496041327194,rebound
S02828.02,SIMULATED,K02828,6436029,2,15.768,0.7163726340384783,0.029,-0.031,0.6529266797155101,0.019,-0.018,0.6563,0.0927,12.246739889222535,3.4960022941942865,5.5172680678371,10.84730914940993,0.7298136082260812,2409.64591228091,2.0046107303724203,rebound
S01529.02,SIMULATED,K01529,9821454,2,14.307,1.060530881154311,0.07,-0.082,1.238849881473866,0.038,-0.037,0.3071,0.3058,5.734543582186169,2.182504631602513,2.8164727419620257,11.273129602174743,0.3936581364166278,260.86248212511134,4.5453296357584145,rebound
S01529.01,SIMULATED,K01529,9821454,2,14.307,1.060530881154311,0.07,-0.082,1.238849881473866,0.038,-0.037,0.3071,0.3058,5.546391621866201,2.4869950463400508,9.335053933273656,23.532801935227123,0.22394931966192513,338.7280131598721,6.158905830494768,rebound
S03936.02,SIMULATED,K03936,4947556,2,13.336,0.7486774361731476,0.037,-0.043,0.749937260886069,0.012,-0.012,0.582,0.1451,2.1297978672241076,1.2662166937876687,2.533828728860833,30.78722374143984,0.6975951118452248,239.60994916534378,3.366801477306489,rebound
S03936.01,SIMULATED,K03936,4947556,2,13.336,0.7486774361731476,0.037,-0.043,0.749937260886069,0.012,-0.012,0.582,0.1451,5.763678169152776,2.249787411745524,33.07495634828558,45.793052516319335,0.05088568899593803,756.4352206315623,5.356663927730511,rebound
S01760.01,SIMULATED,K01760,3967760,2,15.377,0.9326018561467704,0.034,-0.036,0.8045851700411912,0.028,-0.025,0.5256,0.186,5.129974686559913,2.1281668097339823,1.4670751111161393,5.907593085190857,0.574302979242305,588.0387234368798,2.2130547851050735,rebound
S01760.02,SIMULATED,K01760,3967760,2,15.377,0.9326018561467704,0.034,-0.036,0.8045851700411912,0.028,-0.025,0.5256,0.186,10.646243555211989,3.115586392286838,1.975303063663153,8.01436299296168,0.14899378182945025,1260.3007399072444,2.957778559902266,rebound
S03130.02,SIMULATED,K03130,10252275,2,13.752,0.6864958638286355,0.023,-0.033,0.6777422853581757,0.01,-0.01,0.49,0.2075,5.253614484133549,2.1279080036614024,15.288027100307255,25.25955025093223,0.2247583466190118,828.5432282084057,3.987265018533113,rebound
S03130.01,SIMULATED,K03130,10252275,2,13.752,0.6864958638286355,0.023,-0.033,0.6777422853581757,0.01,-0.01,0.49,0.2075,1.75663089689002,1.2279547597104585,11.355558172102167,51.21404354167889,0.5462122888409843,275.9143000550328,4.3383043295910815,rebound
S00645.01,SIMULATED,K00645,5374854,2,13.716,1.163396059820806,0.089,-0.073,1.3256076617866779,0.199,-0.243,0.3534,0.2904,5.524751216532592,2.319029654638778,2.3996667005820287,5.9280881353581965,0.7850058303407481,257.2297732047531,2.565126545515547,rebound
S00645.02,SIMULATED,K00645,5374854,2,13.716,1.163396059820806,0.089,-0.073,1.3256076617866779,0.199,-0.243,0.3534,0.2904,7.3192523237556095,2.6292164763129184,0.7506727577480301,9.811852411394918,0.24397027671710272,330.64451352262665,4.750172516138353,rebound
S02018.02,SIMULATED,K02018,9973109,2,14.55,1.2346367863345378,0.067,-0.076,1.2494843751383118,0.032,-0.03,0.3556,0.2865,6.510439064926932,2.456210945342174,1.418861557405469,8.93930849610975,0.8916135678828199,324.7942311747832,1.9868689352873312,rebound
S02018.01,SIMULATED,K02018,9973109,2,14.55,1.2346367863345378,0.067,-0.076,1.2494843751383118,0.032,-0.03,0.3556,0.2865,5.042730645220902,2.019027405714578,8.864228335963654,11.96310353028739,0.04512906497851965,219.4630498360784,4.830399432455585,rebound
S00784.02,SIMULATED,K00784,12066335,2,15.385,0.574575289814185,0.016,-0.019,0.6186304460285735,0.023,-0.03,0.4639,0.2589,8.36879091048192,2.9628733109921743,75.0067831421569,90.83128323392155,0.13733966235492068,1927.9786718420835,6.01451417105833,rebound
S00784.01,SIMULATED,K00784,12066335,2,15.385,0.574575289814185,0.016,-0.019,0.6186304460285735,0.023,-0.03,0.4639,0.2589,7.551449564607515,2.648595080797447,35.009057825333315,193.0016340361666,0.4711713941959691,1540.661384849972,6.8855037615596295,rebound
S03681.02,SIMULATED,K03681,2581316,2,11.69,1.1064300759905952,0.065,-0.073,1.3131474159650844,0.028,-0.027,0.3288,0.3024,5.298928490857162,2.2572920316899254,8.790126068600719,23.39262667623895,0.31352777857792136,248.36315706075388,6.25875708536498,rebound
S03681.01,SIMULATED,K03681,2581316,2,11.69,1.1064300759905952,0.065,-0.073,1.3131474159650844,0.028,-0.027,0.3288,0.3024,11.733912237023459,3.4384770749953537,8.770270882336522,38.7429033469476,0.14747354722520925,576.2937916943107,7.713320465661952,rebound
S01839.01,SIMULATED,K01839,5856571,2,13.237,0.8844259294105451,0.031,-0.036,0.885329662954065,0.02,-0.019,0.3975,0.265,7.338745964473198,2.8660385384499145,14.101169970415729,18.840553389407468,0.22250419780381847,880.8311449687717,4.343345362040066,rebound
S01839.02,SIMULATED,K01839,5856571,2,13.237,0.8844259294105451,0.031,-0.036,0.885329662954065,0.02,-0.019,0.3975,0.265,9.369820380260045,2.899803888260685,25.31595448263168,42.05407312453767,0.7052579744134676,901.707882607631,4.127766189934421,rebound
S00857.01,SIMULATED,K00857,6587280,2,15.086,0.9255193397449658,0.051,-0.048,0.8174080782449045,0.02,-0.02,0.5256,0.186,3.9588886703880743,1.9257392252041323,19.45571520113862,19.863103897996492,0.7197730602317729,466.50439952196257,2.8626242278439755,rebound
S00857.02,SIMULATED,K00857,6587280,2,15.086,0.9255193397449658,0.051,-0.048,0.8174080782449045,0.02,-0.02,0.5256,0.186,5.574758827010673,2.171335185562495,29.530927917693734,31.73523393777575,0.43537637131542434,593.0817093880564,4.339646236557912,rebound
S01573.02,SIMULATED,K01573,5031857,2,14.373,1.1840623278193863,0.039,-0.052,1.2277967675608534,0.033,-0.033,0.3342,0.2965,7.130849756885899,2.536822040124194,5.872272076157275,10.177012321706135,0.42394723139733237,358.8109388205542,4.134818265131343,rebound
S01573.01,SIMULATED,K01573,5031857,2,14.373,1.1840623278193863,0.039,-0.052,1.2277967675608534,0.033,-0.033,0.3342,0.2965,2.7372923123435644,1.3933732632047486,3.5891945069273867,16.804980673933233,0.4657024255438532,108.24818313278557,4.7753645086848096,rebound
S02036.02,SIMULATED,K02036,6382217,2,15.773,0.6384663609061074,0.015,-0.014,0.6590978458790023,0.019,-0.02,0.5308,0.2107,12.82759456165004,3.4431991919119147,9.936002105967992,17.312379804066165,0.47445177421755547,2293.840162532334,3.1640628780047484,rebound
S02036.01,SIMULATED,K02036,6382217,2,15.773,0.6384663609061074,0.015,-0.014,0.6590978458790023,0.019,-0.02,0.5308,0.2107,3.7982971724479446,1.8262852997303487,10.205358864967616,29.117263512866522,0.1557849750857827,645.3214541590647,4.2226761703853555,rebound
S02554.02,SIMULATED,K02554,10471621,2,15.439,0.537532705692742,0.04,-0.033,0.5502761814155601,0.037,-0.045,0.5738,0.1554,2.484615668280832,1.4392774820886882,1.7347313746937059,5.981746259962046,0.7061759323059227,574.997919535254,1.578830987886561,rebound
S02554.01,SIMULATED,K02554,10471621,2,15.439,0.537532705692742,0.04,-0.033,0.5502761814155601,0.037,-0.045,0.5738,0.1554,13.127759709377845,3.576557084439391,4.616945707125485,8.54130585402205,0.648313852283874,3550.647297546438,1.9120698569333077,rebound
